Raw,Raw_Translated,Clean,Clean_Translated,Tag
Bwiset na sipon to,Bwiset na cold to,Bwisit na sipon to,Bwisit na cold to,1
wag ako alam ko nanghinayang ka na 1 lang nakain mo,I don't know I regret that you only ate 1,wag ako alam ko nanghinayang ka na 1 lang nakain mo,I don't know I regret that you only ate 1,1
Shutacca Hahahahaha,Shutacca Hahahahaha,Shutacca Hahahahaha,Shutacca Hahahahaha,1
Dei 18 nomi solo per due probabilmente i politici locali si strapperanno le vestiIl killer di origini sudamericane la maggior parte delle vittime di origini sudamericane maestre compreseFar notizia oggi e domani se tutto va bene e poi i vari Gov Abbott etc whatever,Of the 18 names only for two probably local politicians will tear the killers of South American origins most of the victims of South American origins teachers including news today and tomorrow if everything is fine and then the various Gov Abbott etc Whatever,Dei 18 nomi solo per due probabilmente i politici locali si strapperanno le vestiIl killer di origini sudamericane la maggior parte delle vittime di origini sudamericane maestre compreseFar notizia oggi e domani se tutto va bene e poi i vari Gov Abbott etc whatever,Of the 18 names only for two probably local politicians will tear the killers of South American origins most of the victims of South American origins teachers including news today and tomorrow if everything is fine and then the various Gov Abbott etc Whatever,1
Magsumikap ka kasi wag mo iasa lahat sa gobyerno sabi ng below 250k annual income earners Chz Yung government na dapat aasahan lalo ka pa papahirapan,You will work hard because you do not rely on the government says below 250k annual income earners chz the government that should be expected to suffer more,Magsumikap ka kasi wag mo iasa lahat sa gobyerno sabi ng below 250k annual income earners Chz Yung government na dapat aasahan lalo ka pa papahirapan,You will work hard because you do not rely on the government says below 250k annual income earners chz the government that should be expected to suffer more,1
So pwede na siyang ikulong ulit ImeldaIselda NeverAgain,So he can be jailed again Imeldaiselda NEVERAGAIN,So pwede na siyang ikulong ulit Imelda Iselda Never Again,So he can be jailed again Imelda Iselda Never Again,1
Ang pagkokomentaryo at pagsigaw sa TV dahilnsa mga balita ay di nakakatulong sa sakit ng ulo kong parang binibiyak,Commenting and shouting on TV because of the news does not help my headache as if it were breaking,Ang pagkokomentaryo at pagsigaw sa TV dahil sa mga balita ay di nakakatulong sa sakit ng ulo kong parang binibiyak,Commenting and shouting on TV because of the news does not help my headache as if I were being bullied,1
Paluin ko na ba ulo ng mga yan pre,Do I beat the heads of those pre,Paluin ko na ba ulo ng mga yan pre,Do I beat the heads of those pre,1
Eto nanaman yung hearbtreak na naramdaman ko after May 9,Here is the hearbtreak I felt after May 9,Eto nanaman yung hearbtreak na naramdaman ko after May 9,Here is the hearbtreak I felt after May 9,1
Naniniwala akong hindi totoo ang 31M Ang numerong ito ay namanipula ng mga may pera at nasa kapangyarihan,I believe that 31m is not true this number is the ones who have money and are in power,Naniniwala akong hindi totoo ang 31M Ang numerong ito ay namanipula ng mga may pera at nasa kapangyarihan,I believe that 31m is not true this number is the ones who have money and are in power,1
brand Taba ah,branded brand,brand Taba ah,branded brand,1
im fucking trying my best,im fucking trying my best,im fucking trying my best,im fucking trying my best,1
How did we go from ousting a dictator to electing his son Wag niyong magamitgamit na the sins of the father are not the sins of the sonIBALIK MUNA NILA ANG MGA NINAKAW NILA SA BAYAN,How did we go from ousting a dictator to electing his son Don't Use The Sins of the Father are not the sins of the SonEw their first stolen people in town,How did we go from ousting a dictator to electing his son Wag niyong magamitgamit na the sins of the father are not the sins of the son. IBALIK MUNA NILA ANG MGA NINAKAW NILA SA BAYAN,How did we go from ousting a dictator to electing his son Don't use the sins of the father are not the sins of the son. They will return the ones they have stolen in town,1
Di ko din alam jusko pera pera lang talaga ang eleksyon ngayon,I also don't know jusko money money just really elections now,Di ko din alam jusko pera pera lang talaga ang eleksyon ngayon,I also don't know jusko money money just really elections now,1
Im seriously doing everyone a favor by just being patient sa mga kabullshitan niyo,Im seriously doing everyone a favor by just being patient with your kabullshitan,Im seriously doing everyone a favor by just being patient sa mga ka bullshit an niyo,Im seriously doing everyone a favor by just being patient with your bullshit,1
Clearly it wasnt for his fellow countrymen or to serve the country he only ran to clean their name lmao Fuck the Marcoses,Clearly it wasnt for his fellow countrymen or to serve the country he only ran to clean their name lmao Fuck the Marcoses,Clearly it wasnt for his fellow countrymen or to serve the country he only ran to clean their name lmao Fuck the Marcoses,Clearly it wasnt for his fellow countrymen or to serve the country he only ran to clean their name lmao Fuck the Marcoses,1
AYOKONG MANUOD NG BALITA PUTANGINA,I do not want to watch the news,AYOKONG MANUOD NG BALITA PUTANGINA,I do not want to watch the news,1
Hahaha gago magsaya kayo ngayon good luck sa future,Hahaha gago have fun now good luck in the future,Hahaha gago magsaya kayo ngayon good luck sa future,Hahaha gago have fun now good luck in the future,1
Natatawa ako sa katabi ko sa jeep tinatrashtalk si bbm at buong marcos HAHAHAHAH gago amp,I laughed next to me in the jeep tinrashtalk bbm and whole marcos hahahahah gago amp,Natatawa ako sa katabi ko sa jeep tinatrashtalk si bbm at buong marcos HAHAHAHAH gago amp,I laughed next to me in the jeep tinrashtalk bbm and whole marcos hahahahah gago amp,1
kasi noun yung echo tapos sabay adj yung silent diba dapat silence para noun Ajajshshshha gago pls lang educate me nakakatanga,because noun yung echo then adjust the silent diba should be silence for noun ajajshshshha gago pls just educate me funny,kasi noun yung echo tapos sabay adj yung silent diba dapat silence para noun Ajajshshshha gago pls lang educate me nakakatanga,because noun yung echo then adjust the silent diba should be silence for noun ajajshshshha gago pls just educate me funny,1
gago blessing daw oh HAHAHaha,gago blessing daw oh hahahaha,gago blessing daw oh HAHAHaha,gago blessing daw oh hahahaha,1
Ayoko na gago Hahahaahahahahah,Ayoko na gago hahahaahahahahah,Ayoko na gago Hahahaahahahahah,Ayoko na gago hahahaahahahahah,1
Gago ni maui BAHAHAHAHAHHAHAHAH,Gago ni maui bahhahahahahahahahaha,Gago ni maui BAHAHAHAHAHHAHAHAH,Gago ni maui bahhahahahahahahahaha,1
gago gusto ko ng eggdrop,gago i like eggdrop,gago gusto ko ng eggdrop,gago i like eggdrop,1
aerrrr Sakit gago 2 days na,aerrrr pain gago 2 days already,aerrrr Sakit gago 2 days na,aerrrr pain gago 2 days already,1
Gago kahit injured for the laban,Gago even injured for the fight,Gago kahit injured for the laban,Gago even injured for the fight,1
Mood gago jwu,Mood gago jwu,Mood gago jwu,Mood gago jwu,1
PUCHA 4 NA VERSION SOLO NI NAYEON GAGO BAKIT JYP BAKIT,Pucha 4 version solo ni nayeon gago why jyp why,PUCHA 4 NA VERSION SOLO NI NAYEON GAGO BAKIT JYP BAKIT,Pucha 4 version solo ni nayeon gago why jyp why,1
Parang March palang dapat mag Resign na ako ah June na bukas gago nasa draft ko to last Yr paTapos June na next week After a Yr andito pa din ako lol hahahahahaa,It seems like a march should I resign ah June is open to my draft to last yr after June next week after a yr and here I am lol hahahahahaa,Parang March palang dapat mag Resign na ako ah June na bukas gago nasa draft ko to last Year paTapos June na next week After a Yr andito pa din ako lol hahahahahaa,It seems like a march should I resign ah June is open to my draft to last year after June next week after a yr and I'm still lol hahahahahaa,1
gago ka kase e sabe ko pag ft lang tas 1k binigay,you are so bad that I just ft 1k given,gago ka kase e sabi ko pag ft lang tas 1k binigay,you are so bad that i say ft just 1k given,1
Gago sabi tumaba raw ako,Gago says I'm getting fat raw,Gago sabi tumaba raw ako,Gago says I'm getting fat raw,1
diko alam uunahin ko gago dameng gagawinpagod na me help naman hahahahahahaha,I don't know how to do it for me to help me help hahahahahahaha,diko alam uunahin ko gago dameng gagawin pagod na me help naman hahahahahahaha,I don't know how to do it hard to do me help me help hahahahahahaha,1
Gago kaya hindi ako pwede manood sa sinehan ng mga gory stuff and horror kasi1ang bobo nila madami akong snide comments2ang ingat ko and Ill prolly shout profanities to the point na baka palabas in ako sa sinehan3 Duwag ako and baka ma heart attack na qoe,So I can't watch the movie theaters of gory stuff and horror because they are so stupid that I have a lot of snide comments and I care and ill prolly shout profanities to the point that I might be out of the movie theater3 I'm cowardly and maybe my heart attack is qoe,Gago kaya hindi ako pwede manood sa sinehan ng mga gory stuff and horror kasi1ang bobo nila madami akong snide comments ang ingat ko and Ill prolly shout profanities to the point na baka palabas in ako sa sinehan Duwag ako and baka ma heart attack na qoe,So I can't watch the movie theaters of gory stuff and horror because they are so stupid that I have a lot of snide comments and ill prolly shout profanities to the point that I might be out of the movie theater and maybe my heart attack is qoe,1
HAHAHA gago,Hahaha gago,HAHAHA gago,Hahaha gago,1
gago tunay saket ng ulo ko ngayo taena,My head is really good now Taena,gago tunay na masakit ang ulo ko ngayon taena,Gago really hurts my head right now taena,1
gago d ako nakapasok ng fil,gago d i got into fil,gago d ako nakapasok ng fil,gago d i got into fil,1
HAHAHAHAHA gago papanalo napo namen,Hahahahaha gago papanal napo namen,HAHAHAHAHA gago papanalo napo namen,Hahahahaha gago papanal napo namen,1
gago ang lakas nun ah,Gago the strength nun ah,gago ang lakas nun ah,Gago the strength nun ah,1
Binabadtrip ako ni gago,Gago bullied me,Binabadtrip ako ni gago,Gago bullied me,1
kyut ni kuya sho kanina gagoamats si gago hahahaha,Kyut Ni Kuya SHO KANINA GAGOAMATS SI GAGO HAHAHAHA,cute ni kuya tho kanina gago tama si gago hahahaha,cute ni kuya tho lately gago alright gago hahahaha,1
gago kinikilig ako sa mga nag rereact pm nyo nalang inaantay ko HAHAHAHAHAHAHAHAHA,I love those who are reacting PM nalang nalang nalang ko hahahahahahahahaha,gago kinikilig ako sa mga nag rereact pm nyo nalang inaantay ko HAHAHAHAHAHAHAHAHA,I love those who are reacting PM nalang nalang nalang ko hahahahahahahahaha,1
Future educator kapa man Tas mas ahead kapa anong klaseng utok duh una kimo Or sadyang puro buto euta sueod karon kaya kung mag isip ka uwa eon sa ayos HAHAHAHHA bakas share it about women empowerment gago di bagay sayo tigil mo yan Relationship wrecker,FUTURE EDUCATOR KAPA MAN TAS MAS AHAD KAPA WHAT CLASSED DUH First Kimo Or just pure bone Sueod Sueod So if you think about it EONE HAHAHAHHA SUPPORT SHARE IT ABOUT WOMEN EMPOWERMEL,Future educator ka pa man Tas mas ahead kapa anong klaseng utok duh una kimo Or sadyang puro buto puta sunod karon kaya kung mag isip ka uwa eon sa ayos HAHAHAHHA bakas share it about women empowerment gago di bagay sayo tigil mo yan Relationship wrecker,FUTURE EDUCATOR YOU HAVE BEEN MUCH MUCH MORE WHAT CLASSED DUH OUTS,1
mary Masakit Ang masabihang Tanga bobo gago Mas masakit Yung alam mong matalino ka pero ginawa Kang Tanga ginawa kang bobo at ginago ka pa,Mary hurts the stupid fool stupid more painful when you know you are smart but you made you stupid,mary Masakit Ang masabihang Tanga bobo gago Mas masakit Yung alam mong matalino ka pero ginawa Kang Tanga ginawa kang bobo at ginago ka pa,Mary hurts the stupid fool stupid more painful when you know you are smart but you made you stupid,1
